name,cost,champName,skinType,skinLine,date
"Void Nocturne",520,nocturne,Legacy,"void","March 14, 2011"
"Battle Regalia Poppy",520,poppy,,"battle-regalia","March 14, 2011"
"Piltover Customs Blitzcrank",1350,blitzcrank,,"piltover-customs","March 7, 2011"
"Samurai Yi",520,master-yi,,"samurai-yi","March 7, 2011"
"Hextech Anivia",750,anivia,,"hextech","March 1, 2011"
"Loch Ness Cho'Gath",520,chogath,,"loch-ness","March 1, 2011"
"Commando Jarvan",520,jarvan-iv,,"commando-jarvan","March 1, 2011"
"Dragonslayer Jarvan IV",750,jarvan-iv,,"dragonslayer","March 1, 2011"
"High Command Katarina",750,katarina,,"high-command","February 22, 2011"
"Vandal Twitch",975,twitch,Legacy,"vandal","February 21, 2011"
"Huntress Sivir",,sivir,Collector's Edition,"huntress","February 20, 2011"
"Longhorn Alistar",520,alistar,Legacy,"longhorn","February 16, 2011"
"Totemic Maokai",520,maokai,,"totemic","February 16, 2011"
"Charred Maokai",975,maokai,,"charred","February 16, 2011"
"Almost Prom King Amumu",520,amumu,Legacy,"almost-prom-king","February 7, 2011"
"Prom Queen Annie",520,annie,Legacy,"prom-queen","February 7, 2011"
"Sakura Karma",520,karma,,"sakura","February 1, 2011"
"Sun Goddess Karma",750,karma,Legacy,"sun-goddess","February 1, 2011"
"Lion Dance Kog'Maw",1350,kogmaw,,"lion-dance","February 1, 2011"
"Djinn Malzahar",520,malzahar,,"djinn","February 1, 2011"
"Lumberjack Sion",520,sion,,"lumberjack","January 24, 2011"
"Vandal Vladimir",975,vladimir,Legacy,"vandal","January 24, 2011"
"Commando Galio",520,galio,,"commando","January 18, 2011"
"Dreadknight Garen",975,garen,,"dreadknight","January 18, 2011"
"Galactic Renekton",520,renekton,Legacy,"galactic","January 18, 2011"
"Outback Renekton",520,renekton,,"outback","January 18, 2011"
"Sailor Gangplank",750,gangplank,Legacy,"sailor","January 10, 2011"
"Pharaoh Nidalee",520,nidalee,,"pharaoh","January 10, 2011"
"Nurse Akali",975,akali,,"nurse","January 4, 2011"
"Resistance Caitlyn",520,caitlyn,,"resistance","January 4, 2011"
"Sheriff Caitlyn",520,caitlyn,Legacy,"sheriff","January 4, 2011"
"Surgeon Shen",975,shen,,"surgeon","January 4, 2011"
"Re-Gifted Amumu",520,amumu,Special Events,"re-gifted","December 14, 2010"
"Desperada Cassiopeia",520,cassiopeia,,"desperada","December 14, 2010"
"Siren Cassiopeia",520,cassiopeia,,"siren","December 14, 2010"
"Santa Gragas",975,gragas,Special Events,"santa","December 14, 2010"
"Reindeer Kog'Maw",975,kogmaw,Special Events,"reindeer","December 14, 2010"
"Candy Cane Miss Fortune",975,miss-fortune,Special Events,"candy-cane","December 14, 2010"
"Ragdoll Poppy",975,poppy,Special Events,"ragdoll","December 14, 2010"
"Nutcracko",975,shaco,Special Events,"nutcracko","December 14, 2010"
"Silent Night Sona",520,sona,Special Events,"silent-night","December 14, 2010"
"Surfer Singed",975,singed,,"surfer","December 6, 2010"
"Primal Udyr",975,udyr,Legacy,"primal","December 6, 2010"
"Blade Mistress Morgana",750,morgana,,"blade-mistress","December 1, 2010"
"Brolaf",1820,olaf,Legendary,"brolaf","December 1, 2010"
"Lil Slugger Trundle",520,trundle,,"lil-slugger","December 1, 2010"
"Junkyard Trundle",750,trundle,,"junkyard","December 1, 2010"
"Piltover Customs Heimerdinger",975,heimerdinger,,"piltover-customs","November 22, 2010"
"Freljord Rammus",520,rammus,,"freljord","November 22, 2010"
"Viscero Xin Zhao",975,xin-zhao,Legacy,"viscero","November 22, 2010"
"Nightblade Irelia",520,irelia,,"nightblade","November 16, 2010"
"Aviator Irelia",520,irelia,,"aviator","November 16, 2010"
"Monarch Kog'Maw",520,kogmaw,,"monarch","November 16, 2010"
"Secret Agent Miss Fortune",975,miss-fortune,Legacy,"secret-agent","November 16, 2010"
"Feral Warwick",975,warwick,Legacy,"feral","November 16, 2010"
"Hextech Janna",975,janna,,"hextech","November 8, 2010"
"Karate Kennen",520,kennen,,"karate","November 8, 2010"
"Coral Reef Malphite",750,malphite,Legacy,"coral-reef","November 8, 2010"
"Prestigious LeBlanc",520,leblanc,,"prestigious","November 2, 2010"
"Wicked LeBlanc",750,leblanc,,"wicked","November 2, 2010"
"Pharaoh Nasus",520,nasus,,"pharaoh","November 2, 2010"
"Perseus Pantheon",750,pantheon,Legacy,"perseus","November 2, 2010"
"Divine Soraka",975,soraka,,"divine","November 2, 2010"
"Astronaut Teemo",1350,teemo,,"astronaut","October 27, 2010"
"Pumpkinhead Fiddlesticks",975,fiddlesticks,Special Events,"pumpkinhead","October 19, 2010"
"Spellthief Lux",750,lux,,"spellthief","October 19, 2010"
"Sorceress Lux",520,lux,,"sorceress","October 19, 2010"
"Mundo Mundo",975,dr-mundo,Special Events,"mundo-mundo","October 18, 2010"
"Kitty Cat Katarina",975,katarina,Special Events,"kitty-cat","October 18, 2010"
"Lollipoppy",975,poppy,Special Events,"lollipoppy","October 18, 2010"
"Zombie Ryze",975,ryze,Special Events,"zombie","October 18, 2010"
"Nosferatu Vladimir",975,vladimir,Special Events,"nosferatu","October 18, 2010"
"Explorer Ezreal",750,ezreal,Legacy,"explorer","October 13, 2010"
"Crime City Twitch",975,twitch,,"crime-city","October 13, 2010"
"Tango Evelynn",520,evelynn,,"tango","October 5, 2010"
"Professor Ryze",975,ryze,Legacy,"professor","October 5, 2010"
"Northern Front Swain",750,swain,,"northern-front","October 5, 2010"
"Bilgewater Swain",520,swain,,"bilgewater","October 5, 2010"
"Tango Twisted Fate",520,twisted-fate,,"tango","October 5, 2010"
"Grim Reaper Karthus",975,karthus,,"grim-reaper","September 27, 2010"
"Pre-Void Kassadin",520,kassadin,,"pre-void","September 27, 2010"
"Barbarian Sion",750,sion,,"barbarian","September 27, 2010"
"Queen Ashe",975,ashe,Legacy,"queen","September 21, 2010"
"Pentakill Mordekaiser",975,mordekaiser,,"pentakill","September 21, 2010"
"Muse Sona",975,sona,Legacy,"muse","September 21, 2010"
"Pentakill Sona",975,sona,,"pentakill","September 21, 2010"
"King Tryndamere",520,tryndamere,,"king","September 21, 2010"
"Corporate Mundo",1820,dr-mundo,Legendary,"corporate-mundo","September 13, 2010"
"Ionia Master Yi",975,master-yi,,"ionia","September 13, 2010"
"Royal Shaco",520,shaco,,"royal","September 13, 2010"
"Commando Garen",520,garen,,"commando","September 8, 2010"
"Cowgirl Miss Fortune",750,miss-fortune,,"cowgirl","September 8, 2010"
"Waterloo Miss Fortune",520,miss-fortune,,"waterloo","September 8, 2010"
"Veigar Greybeard",750,veigar,,"greybeard","September 8, 2010"
"Shurima Desert Zilean",975,zilean,,"shurima-desert","September 8, 2010"
"PAX Jax",,jax,Special Events,"pax","September 3, 2010"
"Sinful Succulence Morgana",975,morgana,Legacy,"sinful-succulence","September 3, 2010"
"Triumphant Ryze",,ryze,Limited Edition,"triumphant","September 1, 2010"
"Boom Boom Blitzcrank",520,blitzcrank,,"boom-boom","August 30, 2010"
"Bilgewater Katarina",975,katarina,,"bilgewater","August 30, 2010"
"Noxus Hunter Anivia",520,anivia,Legacy,"noxus-hunter","August 24, 2010"
"Blacksmith Poppy",975,poppy,Legacy,"blacksmith","August 24, 2010"
"Giant Enemy Crabgot",520,urgot,,"giant-enemy-crabgot","August 24, 2010"
"Butcher Urgot",520,urgot,Legacy,"butcher","August 24, 2010"
"Riot Squad Singed",975,singed,Special Events,"riot-squad","August 18, 2010"
"Annie in Wonderland",1820,annie,Legacy,"in-wonderland","August 16, 2010"
"Hextech Singed",520,singed,,"hextech","August 16, 2010"
"Tundra Hunter Warwick",520,warwick,,"tundra-hunter","August 16, 2010"
"Bandito Fiddlesticks",520,fiddlesticks,,"bandito","August 10, 2010"
"Enchanted Galio",520,galio,,"enchanted","August 10, 2010"
"Hextech Galio",520,galio,Legacy,"hextech","August 10, 2010"
"Grungy Nunu & Willump",750,nunu-amp-willump,,"grungy","August 10, 2010"
"Guerilla Tristana",975,tristana,Legacy,"guerilla","August 10, 2010"
"Emumu",520,amumu,,"emumu","August 2, 2010"
"Hillbilly Gragas",520,gragas,,"hillbilly","August 2, 2010"
"Deep One Kassadin",520,kassadin,Legacy,"deep-one","August 2, 2010"
"Hot Rod Corki",520,corki,Legacy,"hot-rod","July 27, 2010"
"Count Vladimir",520,vladimir,Legacy,"count","July 27, 2010"
"Marquis Vladimir",520,vladimir,,"marquis","July 27, 2010"
"Groovy Zilean",520,zilean,,"groovy","July 27, 2010"
"Woad Ashe",520,ashe,,"woad","July 19, 2010"
"Frosted Ezreal",520,ezreal,,"frosted","July 19, 2010"
"Black Belt Udyr",520,udyr,,"black-belt","July 19, 2010"
"Alien Invader Heimerdinger",1820,heimerdinger,Legacy,"alien-invader","July 14, 2010"
"Galactic Nasus",520,nasus,,"galactic","July 14, 2010"
"Molten Rammus",975,rammus,Legacy,"molten","July 14, 2010"
"Tempest Janna",520,janna,Legacy,"tempest","July 13, 2010"
"Transcended Kayle",975,kayle,Legacy,"transcended","July 13, 2010"
"Commando Xin Zhao",520,xin-zhao,,"commando","July 13, 2010"
"Imperial Xin Zhao",520,xin-zhao,,"imperial","July 13, 2010"
"Medieval Twitch",,twitch,Limited Edition,"medieval","July 9, 2010"
"Minuteman Gangplank",520,gangplank,,"minuteman","July 4, 2010"
"Statue of Karthus",520,karthus,,"statue-of","July 4, 2010"
"Uncle Ryze",520,ryze,,"uncle","July 4, 2010"
"All-Star Akali",975,akali,Legacy,"all-star","June 28, 2010"
"Red Card Katarina",975,katarina,Legacy,"red-card","June 28, 2010"
"Caterpillar Kog'Maw",520,kogmaw,Legacy,"caterpillar","June 24, 2010"
"Sonoran Kog'Maw",520,kogmaw,Legacy,"sonoran","June 24, 2010"
"French Maid Nidalee",520,nidalee,,"french-maid","June 24, 2010"
"Goalkeeper Blitzcrank",520,blitzcrank,Legacy,"goalkeeper","June 22, 2010"
"Striker Ezreal",520,ezreal,Legacy,"striker","June 22, 2010"
"Angler Jax",975,jax,Legacy,"angler","June 8, 2010"
"Forsaken Olaf",520,olaf,,"forsaken","June 8, 2010"
"Glacial Olaf",520,olaf,Legacy,"glacial","June 8, 2010"
"Mad Hatter Shaco",520,shaco,,"mad-hatter","June 8, 2010"
"Spectacular Sivir",975,sivir,Legacy,"spectacular","June 8, 2010"
"Chosen Master Yi",520,master-yi,,"chosen","June 4, 2010"
"Dryad Soraka",520,soraka,,"dryad","June 4, 2010"
"Firefighter Tristana",1820,tristana,Legacy,"firefighter","June 4, 2010"
"Viridian Kayle",520,kayle,,"viridian","June 1, 2010"
"Shadow Prince Malzahar",520,malzahar,,"shadow-prince","June 1, 2010"
"Vizier Malzahar",520,malzahar,Legacy,"vizier","June 1, 2010"
"Exiled Morgana",975,morgana,Legacy,"exiled","June 1, 2010"
"Hextech Sion",520,sion,Legacy,"hextech","June 1, 2010"
"Masquerade Evelynn",520,evelynn,Legacy,"masquerade","May 18, 2010"
"Chrome Rammus",750,rammus,,"chrome","May 18, 2010"
"The Magnificent Twisted Fate",1820,twisted-fate,Legacy,"the-magnificent","May 18, 2010"
"Infernal Akali",520,akali,Legacy,"infernal","May 11, 2010"
"Stinger Akali",520,akali,Legacy,"stinger","May 11, 2010"
"Matador Alistar",975,alistar,Legacy,"matador","May 11, 2010"
"Gentleman Cho'Gath",1820,chogath,Legendary,"gentleman","May 11, 2010"
"Scuba Gragas",975,gragas,Legacy,"scuba","May 4, 2010"
"Bird of Prey Anivia",520,anivia,,"bird-of-prey","May 3, 2010"
"Red Riding Annie",520,annie,Legacy,"red-riding","April 27, 2010"
"Sanguine Garen",520,garen,,"sanguine","April 27, 2010"
"Desert Trooper Garen",520,garen,Legacy,"desert-trooper","April 27, 2010"
"Warrior Princess Sivir",520,sivir,,"warrior-princess","April 27, 2010"
"Big Bad Warwick",520,warwick,Legacy,"big-bad","April 27, 2010"
"Sherwood Forest Ashe",520,ashe,,"sherwood-forest","April 8, 2010"
"Deadly Kennen",520,kennen,Legacy,"deadly","April 8, 2010"
"Swamp Master Kennen",520,kennen,Legacy,"swamp-master","April 8, 2010"
"Ruthless Pantheon",520,pantheon,Legacy,"ruthless","April 8, 2010"
"Armor of the Fifth Age Taric",750,taric,,"armor-of-the-fifth-age","April 8, 2010"
"Urf the Manatee Warwick",500,warwick,Special Events,"urf-the-manatee","April 1, 2010"
"Red Baron Corki",1820,corki,Legacy,"red-baron","March 24, 2010"
"Mr. Mundoverse",520,dr-mundo,Legacy,"mr-mundoverse","March 24, 2010"
"Yellow Jacket Shen",520,shen,Legacy,"yellow-jacket","March 24, 2010"
"Frozen Shen",520,shen,Legacy,"frozen","March 24, 2010"
"Nottingham Ezreal",520,ezreal,Legacy,"nottingham","March 16, 2010"
"Spectral Fiddlesticks",520,fiddlesticks,,"spectral","March 16, 2010"
"Spooky Gangplank",520,gangplank,,"spooky","March 16, 2010"
"Shamrock Malphite",520,malphite,Legacy,"shamrock","March 16, 2010"
"Highland Tryndamere",520,tryndamere,Legacy,"highland","March 16, 2010"
"Vandal Jax",520,jax,Legacy,"vandal","February 24, 2010"
"Dragon Knight Mordekaiser",520,mordekaiser,Legacy,"dragon-knight","February 24, 2010"
"Infernal Mordekaiser",520,mordekaiser,,"infernal","February 24, 2010"
"Leopard Nidalee",520,nidalee,Legacy,"leopard","February 24, 2010"
"Vancouver Amumu",520,amumu,Legacy,"vancouver","February 12, 2010"
"Team Spirit Anivia",520,anivia,Legacy,"team-spirit","February 12, 2010"
"Ice Toboggan Corki",1820,corki,Legacy,"ice-toboggan","February 12, 2010"
"Union Jack Fiddlesticks",520,fiddlesticks,Legacy,"union-jack","February 12, 2010"
"The Mighty Jax",520,jax,Legacy,"the-mighty","February 12, 2010"
"Festival Kassadin",520,kassadin,Legacy,"festival","February 12, 2010"
"Whistler Village Twitch",520,twitch,Legacy,"whistler-village","February 12, 2010"
"Curling Veigar",520,veigar,Legacy,"curling","February 12, 2010"
"Jack of Hearts Twisted Fate",520,twisted-fate,,"jack-of-hearts","February 10, 2010"
"Pharaoh Amumu",520,amumu,Legacy,"pharaoh","February 2, 2010"
"Myrmidon Pantheon",520,pantheon,,"myrmidon","February 2, 2010"
"Noxus Poppy",520,poppy,Legacy,"noxus","February 2, 2010"
"Golden Alistar",390,alistar,,"golden","January 13, 2010"
"Phantom Karthus",460,karthus,Legacy,"phantom","January 13, 2010"
"Badger Teemo",520,teemo,Legacy,"badger","January 13, 2010"
"UFO Corki",,corki,Limited Edition,"ufo","January 1, 2010"
"Earnest Elf Tristana",520,tristana,Special Events,"earnest-elf","December 31, 2009"
"Old Saint Zilean",520,zilean,Special Events,"old-saint","December 23, 2009"
"Toxic Dr. Mundo",520,dr-mundo,Legacy,"toxic","December 17, 2009"
"Assassin Master Yi",390,master-yi,,"assassin","December 17, 2009"
"Recon Teemo",520,teemo,Legacy,"recon","December 17, 2009"
"White Mage Veigar",390,veigar,,"white-mage","December 17, 2009"
"Snow Bunny Nidalee",520,nidalee,Special Events,"snow-bunny","December 16, 2009"
"Workshop Nunu & Willump",520,nunu-amp-willump,Special Events,"workshop","December 16, 2009"
"Happy Elf Teemo",520,teemo,Special Events,"happy-elf","December 16, 2009"
"Riot Girl Tristana",,tristana,,"riot-girl","December 15, 2009"
"Grey Warwick",,warwick,Limited Edition,"grey","December 15, 2009"
"Freljord Ashe",520,ashe,Legacy,"freljord","November 20, 2009"
"Rusty Blitzcrank",520,blitzcrank,Limited Edition,"rusty","November 20, 2009"
"Nightmare Cho'Gath",520,chogath,Legacy,"nightmare","November 20, 2009"
"Shadow Evelynn",520,evelynn,,"shadow","November 20, 2009"
"Mercenary Katarina",520,katarina,,"mercenary","November 20, 2009"
"Sasquatch Nunu & Willump",520,nunu-amp-willump,Legacy,"sasquatch","November 20, 2009"
"Emerald Taric",520,taric,Legacy,"emerald","November 20, 2009"
"Kingpin Twitch",520,twitch,Legacy,"kingpin","November 20, 2009"
"Goth Annie",,annie,Collector's Edition,"goth","October 27, 2009"
"Silver Kayle",,kayle,Collector's Edition,"silver","October 27, 2009"
"King Rammus",,rammus,Limited Edition,"king","October 21, 2009"
"PAX Twisted Fate",,twisted-fate,Special Events,"pax","September 4, 2009"
"Black Alistar",,alistar,Collector's Edition,"black","July 14, 2009"
"Young Ryze",,ryze,Collector's Edition,"young","July 14, 2009"
"Pentakill Kayle",1350,kayle,,"pentakill",
"Victorious Orianna",,orianna,Special Events,"victorious",
"Blood Moon Aatrox Prestige Edition",,aatrox,Limited Edition,"blood-moon-prestige-edition",
"Dunkmaster Ivern",1350,ivern,,"dunkmaster",
"Hextech Jarvan IV",,jarvan-iv,Hextech Crafting,"hextech",
